Event	ID	Name			Wwise Object Path	Notes
	38601912	gameUnpaused			\Default Work Unit\Music\gameUnpaused	
	303266102	menuHover			\Default Work Unit\UI\menuAudio\menuHover	
	471385319	transitionState			\Default Work Unit\Music\levelStateSetters\transitionState	
	615317676	doorKnightDie			\Default Work Unit\Objects\doorEvents\doorKnight\doorKnightDie	
	674637734	doorLaserWarn			\Default Work Unit\Objects\doorEvents\doorLaser\doorLaserWarn	
	904027786	playerKeyGain			\Default Work Unit\Player\playerKeyGain	
	924228849	creditState			\Default Work Unit\Music\levelStateSetters\creditState	
	935463065	gamePaused			\Default Work Unit\Music\gamePaused	
	1046624244	doorVacuumEvent			\Default Work Unit\Objects\doorEvents\doorSuck\doorVacuumEvent	
	1065147432	springDie			\Default Work Unit\NPCs\enemySpring\springDie	
	1122283870	musicStart			\Default Work Unit\Music\musicStart	
	1174275515	healthDropped			\Default Work Unit\Objects\drops\healthDropped	
	1179082440	titleState			\Default Work Unit\Music\levelStateSetters\titleState	
	1218812578	sliderClick			\Default Work Unit\UI\menuAudio\sliderClick	
	1221709037	speedUp			\Default Work Unit\UI\timeEffects\speedUp	
	1314825040	playerKeyUsed			\Default Work Unit\Player\playerAttacks\playerKeyUsed	
	1399705530	levelOneState			\Default Work Unit\Music\levelStateSetters\levelOneState	
	1407830652	doorTentacleSlam			\Default Work Unit\Objects\doorEvents\doorTentacle\doorTentacleSlam	
	1423690258	testSuccess			\Default Work Unit\UI\testAudio\testSuccess	
	1435302941	testFail			\Default Work Unit\UI\testAudio\testFail	
	1697683977	doorClosed			\Default Work Unit\Objects\doorEvents\doorClosed	
	1708937119	waveComplete			\Default Work Unit\UI\waveComplete	
	1775438520	playerSwing			\Default Work Unit\Player\playerAttacks\playerSwing	
	1818308409	ambientStart			\Default Work Unit\Ambient\ambientStart	
	1843531235	playButton			\Default Work Unit\UI\menuAudio\playButton	
	2014340411	doorKnightSpawn			\Default Work Unit\Objects\doorEvents\doorKnight\doorKnightSpawn	
	2136737028	doorVacuumStop			\Default Work Unit\Objects\doorEvents\doorSuck\doorVacuumStop	
	2198663230	doorLaserStop			\Default Work Unit\Objects\doorEvents\doorLaser\doorLaserStop	
	2209591688	powerSelect			\Default Work Unit\UI\powerSelect	
	2420079027	doorTentacleSwing			\Default Work Unit\Objects\doorEvents\doorTentacle\doorTentacleSwing	
	2525052962	playerDash			\Default Work Unit\Player\playerDash	
	2634859593	menuBack			\Default Work Unit\UI\menuAudio\menuBack	
	2649542654	doorOpened			\Default Work Unit\Objects\doorEvents\doorOpened	
	2780352335	menuForward			\Default Work Unit\UI\menuAudio\menuForward	
	3011728793	bossState			\Default Work Unit\Music\levelStateSetters\bossState	
	3101299514	slowDown			\Default Work Unit\UI\timeEffects\slowDown	
	3322069076	doorTentacleLoom			\Default Work Unit\Objects\doorEvents\doorTentacle\doorTentacleLoom	
	3370401445	sliderUnclick			\Default Work Unit\UI\menuAudio\sliderUnclick	
	3400151318	playerEatCrayon			\Default Work Unit\Player\playerHealth\playerEatCrayon	
	3431269606	enemySucked			\Default Work Unit\Objects\doorEvents\doorSuck\enemySucked	
	3453203440	enemySpawn			\Default Work Unit\NPCs\enemySpawn	
	3537581393	playerHurt			\Default Work Unit\Player\playerHealth\playerHurt	
	3588219112	faceDie			\Default Work Unit\NPCs\enemyFace\faceDie	
	3831688773	playerHit			\Default Work Unit\Player\playerAttacks\playerHit	
	3923079391	retryOrQuit			\Default Work Unit\UI\timeEffects\retryOrQuit	
	3966601280	playerDie			\Default Work Unit\Player\playerHealth\playerDie	
	3986149976	keyDropped			\Default Work Unit\Objects\drops\keyDropped	
	4011858643	testStart			\Default Work Unit\UI\testAudio\testStart	
	4161954578	doorLaserFire			\Default Work Unit\Objects\doorEvents\doorLaser\doorLaserFire	

State Group	ID	Name			Wwise Object Path	Notes
	4091656514	gameState			\Default Work Unit\gameState	

State	ID	Name	State Group			Notes
	152105657	titleScreen	gameState			
	688280348	bossLevel	gameState			
	748895195	None	gameState			
	2201105581	credits	gameState			
	2572514751	levelOne	gameState			
	4198606512	levelTransition	gameState			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1350179952	gameSpeed			\Default Work Unit\gameEffects\gameSpeed	

Effect plug-ins	ID	Name	Type				Notes
	190049230	springBoy-003	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\springBoy-003_5AA79134.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemySpring\springDie\springBoy-003		64433
	197582343	playerHurt-005	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\playerHurt-005_AA1D025C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerHurt\playerHurt-005		8196
	201302755	playerDash	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\Player Dash_4BDEFD92.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerDash		12083
	202590603	keyUsed-004	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyUsed-004_121707D2.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\keyUsed\keyUsed-004		23816
	221981477	sliderRelease	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\SFX_UI_Slider_End_AFD79FF7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\menuAudio\sliderRelease		4591
	235602188	doorLaser	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\doorLaser_1DB747CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorLaser\doorLaser		163680
	281856875	testSuccess	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\scoreUp_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\testAudio\testSuccess		59012
	289567978	springBoy-001	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\springBoy-001_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemySpring\springDie\springBoy-001		68167
	293374694	doorTentacleLooming	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\doorTentacleLooming_7636F343.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorTentacle\doorTentacleLooming		65893
	306161651	attackHits3	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\attackHits3_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerAttacks\playerAttackHits\attackHits3		20433
	314971826	keyJangles-002	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyJangles-002_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\keyDrop\keyJangles-002		15206
	329629832	doorClosed-003	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\doorClosed-003_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorClosed\doorClosed-003		28939
	351355434	doorTentacleSlam	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\doorTentacleSlam_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorTentacle\doorTentacleSlam		49059
	366046247	attackHits2	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\attackHits2_97BAD8CE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerAttacks\playerAttackHits\attackHits2		17409
	375074967	menuForward	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\menuForward_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\menuAudio\menuForward		14502
	387334877	enemySpawner	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\Magic_Spells_CastLong_Air_Charm02_6F5FE47B.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemySpawner		23718
	399348121	porcelainBreak-002	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\porcelainBreak-002_118A1696.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemyFace\porcelainBreak\porcelainBreak-002		37856
	429214499	sliderClick	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\SFX_UI_Slider_Start_E40FD9F5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\menuAudio\sliderClick		6599
	431594120	doorOpened	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\doorOpened_DDF396FE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorOpened		13966
	436939186	keyUsed-001	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyUsed-001_51DA3A9C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\keyUsed\keyUsed-001		25416
	460617137	crayonDrops-003	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\crayonDrops-003_8E5A8FCC.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\crayonDrop\crayonDrops-003		11070
	461511639	munch4	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\munch4_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerPickUp\playerHealthPick\munch4		29227
	481336322	Brackeys Game Jam Feb 2024_Transitional  Theme V1_17Feb2024	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\Brackeys Game Jam Feb 2024_Transitional  Theme V1_17Feb2024_58432D41.wem		\Interactive Music Hierarchy\Default Work Unit\musicPlaylist\musicTransitional\Brackeys Game Jam Feb 2024_Transitional  Theme V1_17Feb2024\Brackeys Game Jam Feb 2024_Transitional  Theme V1_17Feb2024		1446530
	500735071	porcelainBreak-001	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\porcelainBreak-001_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemyFace\porcelainBreak\porcelainBreak-001		50201
	519084594	testStart	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\playerJoin_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\testAudio\testStart		58486
	527999219	crayonDrops-004	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\crayonDrops-004_1799E825.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\crayonDrop\crayonDrops-004		9394
	548797008	Brackeys Game Jam Feb 2024_Level Theme V2_17Feb2024	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\Brackeys Game Jam Feb 2024_Level Theme V2_17Feb2024_58432D41.wem		\Interactive Music Hierarchy\Default Work Unit\musicPlaylist\musicLevel\Brackeys Game Jam Feb 2024_Level Theme V2_17Feb2024\Brackeys Game Jam Feb 2024_Level Theme V2_17Feb2024		3780221
	549912924	attackWhooshes-001	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\attackWhooshes-001_14EFE6CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerAttacks\attackWhoosh\attackWhooshes-001		5341
	587161954	doorTentacleSwing	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\doorTentacleSwing_B019E75F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorTentacle\doorTentacleSwing		12576
	607508543	enemySuctioned	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\506546__matrixxx__pop-01_8B3E1713.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorVacuum\enemySuctioned		4093
	613120640	faceGroan	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\faceGroan_5BE5832C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemyFace\faceGroan		39212
	647685535	springBoy-002	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\springBoy-002_A89F5DEC.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemySpring\springDie\springBoy-002		61866
	685037215	keyJangles-003	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyJangles-003_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\keyDrop\keyJangles-003		12675
	706274181	porcelainBreak-003	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\porcelainBreak-003_57881446.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemyFace\porcelainBreak\porcelainBreak-003		25891
	710241185	menuMove	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\SFX_UI_Hover_2A3828C7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\menuAudio\menuMove		2593
	715772750	keyJangles-004	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyJangles-004_5ECFEC6D.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\keyDrop\keyJangles-004		11652
	726984224	munch1	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\munch1_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerPickUp\playerHealthPick\munch1		27709
	751297856	playerDie3	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\playerDie3_A24C9431.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerDie\playerDie3		133766
	757248233	keyUsed-002	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyUsed-002_A1D98664.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\keyUsed\keyUsed-002		25002
	759789812	attackWhooshes-003	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\attackWhooshes-003_052831A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerAttacks\attackWhoosh\attackWhooshes-003		4601
	798063247	playerShatter	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\playerShatter_38D127BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerShatter		46658
	815177471	doorLaserWarn	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\doorLaserWarn_39DD3A68.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorLaser\doorLaserWarn		110139
	825991925	playerHurt-006	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\playerHurt-006_6B50C2FF.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerHurt\playerHurt-006		9219
	846321805	keyUsed-003	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyUsed-003_95B68209.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\keyUsed\keyUsed-003		24297
	857493264	crayonDrops-002	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\crayonDrops-002_0BDE9030.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\crayonDrop\crayonDrops-002		10133
	866819570	doorVacuumLoop	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\wind_tornado_with_destruction_01_E949D3E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\doorEvents\doorVacuum\doorVacuumLoop		447075
	889930564	testFail	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\scoreDown_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\testAudio\testFail		37509
	895624267	playerHurt-001	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\playerHurt-001_F2110CF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerHurt\playerHurt-001		9883
	908824382	attackWhooshes-004	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\attackWhooshes-004_9460C0BA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerAttacks\attackWhoosh\attackWhooshes-004		6484
	910162868	porcelainBreak-006	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\porcelainBreak-006_F7FDF79A.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\enemyFace\porcelainBreak\porcelainBreak-006		40175
	953208197	menuBack	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\menuBack_62554EF2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\menuAudio\menuBack		4641
	983129434	playerHurt-002	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\playerHurt-002_FDE4C64C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\playerHurt\playerHurt-002		8762
	1043833764	keyJangles-001	D:\Game_Production\UnityProjects\BrackeyGJ24\BrackeyGJ24_WwiseProject\.cache\Mac\SFX\keyJangles-001_45856743.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\keyDrop\keyJangles-001		14995
